Proxy,Input,TP/FP? ,Still Exploitable?,reason
0x9991e4ae46a5da64e137a948ca565ef58d0c8023,0xe1c7392a,TP,Y,initialize not called
0x0dd2c0be2ffc0c1374c92cf9b3ac2af2793a09d6,0xe1c7392a,TP,Y,initialize not called
0xa5b64a25c5f6448e5daa40bd18166b6b54d2cffc,0xe1c7392a,TP,Y,initialize not called
0x4dae0148b7d8b9ae55f2648105b0e71ddc29c869,0xe1c7392a,TP,Y,initialize not called
0xd33eb7c5600ab8787923a636346a75544f3a47cd,0xe1c7392a,TP,Y,initialize not called
0x000000000003750173a03a9055296acc36c6afb7,0xf09a40160000000000000000000000000bb09f89a3b4c00b251ab37aeddbad287ebe77c30000000000000000000000005f55e70ddb49099f9cff098af82b9e8963bbe452,TP,Y,initialize not called
0xa2cc5075ebd8af241aebaaf639083569a521c81c,0xf09a40160000000000000000000000000bb09f89a3b4c00b251ab37aeddbad287ebe77c30000000000000000000000005f55e70ddb49099f9cff098af82b9e8963bbe452,TP,Y,initialize not called
0xa18cb4cae6cfa27b6666ed34d180ed0a62426983,0xf09a40160000000000000000000000000bb09f89a3b4c00b251ab37aeddbad287ebe77c30000000000000000000000005f55e70ddb49099f9cff098af82b9e8963bbe452,TP,Y,initialize not called
0x6a13f9747d411156b0edfe66bb18a99ff0de7cc1,0xf09a40160000000000000000000000000bb09f89a3b4c00b251ab37aeddbad287ebe77c30000000000000000000000005f55e70ddb49099f9cff098af82b9e8963bbe452,TP,Y,initialize not called
0x87e7dd5ac8e3631197751a4ba1b50cbfdc46af1f,0xf09a40160000000000000000000000000bb09f89a3b4c00b251ab37aeddbad287ebe77c30000000000000000000000005f55e70ddb49099f9cff098af82b9e8963bbe452,TP,Y,initialize not called
0x3f3788dc350d3b0200f21e1ca7a881eb4d59fa0a,0xf2fde38b0000000000000000000000008c970fbe4d96913df90883348b8d1f2e4d1bf167,TP,Y,transferOwnership not guarded
0xee3e4e85d349156c6a7045385a1b147d62632488,0xf2fde38b0000000000000000000000008c970fbe4d96913df90883348b8d1f2e4d1bf167,TP,Y,transferOwnership not guarded
0x65dcd0152e80cfcf9b22a8c8d734dc1d93ae6da1,0xf2fde38b0000000000000000000000008c970fbe4d96913df90883348b8d1f2e4d1bf167,TP,Y,transferOwnership not guarded
0xccc969ee2204037ec2c5feadb2fc8ad80e581b19,0xf8c8765e0000000000000000000000000000000000085d4780b73119b644ae5ecd22b376000000000000000000000000a606dd423df7dfb65efe14ab66f5fdebf62ff583000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016cea306506c387713c70b9c1205fd5ac997e78e,TP,Y,initialize not called
0x1f84a8c8c31674b89a4723521ead5a48579b8bf7,0xf8c8765e0000000000000000000000000000000000085d4780b73119b644ae5ecd22b376000000000000000000000000a606dd423df7dfb65efe14ab66f5fdebf62ff583000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016cea306506c387713c70b9c1205fd5ac997e78e,TP,Y,initialize not called
0x443c30ed77862966c1fa2aeb7978481f96c5357d,0xf8c8765e0000000000000000000000000000000000085d4780b73119b644ae5ecd22b376000000000000000000000000a606dd423df7dfb65efe14ab66f5fdebf62ff583000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016cea306506c387713c70b9c1205fd5ac997e78e,TP,Y,initialize not called
